Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Item,Item ID,Order Date,Order ID,Order Priority,Postal Code,Region,Row ID,Ship Date,Ship Mode,State,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Chairs & Chairmats,Arlington,Jumbo Drum,886,Betty Barbour,Corporate,Furniture,Bevis Steel Folding Chairs,10847,12/10/2018,89544,Low,76017,Central,19684,12/15/2018,Delivery Truck,Texas,0.03,22,0.57,1298,4740,68,208
Chairs & Chairmats,Arlington,Jumbo Drum,886,Betty Barbour,Corporate,Furniture,"Global Deluxe Stacking Chair, Gray",11162,12/10/2018,89544,Low,76017,Central,19685,12/14/2018,Regular Air,Texas,0.08,1,0.56,-23,28,9,25
Office Furnishings,Arlington,Large Box,886,Betty Barbour,Corporate,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",10280,12/10/2018,89544,Low,76017,Central,19686,12/15/2018,Regular Air,Texas,0.01,4,0.55,-21,17,6,3
Telephones and Communication,New Bern,Small Box,2256,Lloyd Levin,Corporate,Technology,R380,10189,2/27/2019,87969,Critical,28560,South,19687,2/28/2019,Regular Air,North Carolina,0,5,0.58,819,883,4,196
Office Machines,Riviera Beach,Medium Box,3299,Stuart Milligan,Consumer,Technology,Canon P1-DHIII Palm Printing Calculator,11245,5/31/2018,87974,Not Specified,33404,South,19688,6/1/2018,Regular Air,Florida,0.04,12,0.4,234,225,9,18
Storage & Organization,Riviera Beach,Small Box,3299,Stuart Milligan,Consumer,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,10869,5/31/2018,87974,Not Specified,33404,South,19689,5/31/2018,Regular Air,Florida,0.07,9,0.58,-15,3719,20,419
Binders and Binder Accessories,Burlington,Small Box,1827,Vincent Hale,Corporate,Office Supplies,Wilson Jones® Four-Pocket Poly Binders,10975,12/12/2019,86963,Low,52601,Central,19690,12/17/2019,Regular Air,Iowa,0.01,1,0.36,-5,10,5,7
Storage & Organization,Burlington,Small Box,1827,Vincent Hale,Corporate,Office Supplies,"Dual Level, Single-Width Filing Carts",10770,12/12/2019,86963,Low,52601,Central,19691,12/16/2019,Regular Air,Iowa,0.01,25,0.59,2860,4145,7,155
Tables,Enid,Jumbo Box,1748,Helen Simpson,Consumer,Furniture,Bevis 36 x 72 Conference Tables,10849,12/10/2017,87245,High,73703,Central,19692,12/12/2017,Delivery Truck,Oklahoma,0.04,1,0.63,-93,151,52,124
Telephones and Communication,Enid,Wrap Bag,1748,Helen Simpson,Consumer,Technology,Accessory17,10523,12/9/2020,87256,High,73703,Central,19693,12/9/2020,Regular Air,Oklahoma,0.1,15,0.82,-70,436,5,36
Chairs & Chairmats,Auburn,Jumbo Drum,447,Joe Mako,Corporate,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",10712,6/23/2017,90449,Not Specified,13021,East,19694,6/26/2017,Delivery Truck,New York,0.04,1,0.78,-83,160,30,131
Telephones and Communication,Auburn,Small Box,447,Joe Mako,Corporate,Technology,2160i,11039,6/23/2017,90449,Not Specified,13021,East,19695,6/23/2017,Regular Air,New York,0.05,11,0.59,1269,1839,4,201
Labels,Enid,Small Box,1748,Helen Simpson,Home Office,Office Supplies,Avery 49,10113,12/15/2020,87257,Medium,73703,Central,19696,12/17/2020,Regular Air,Oklahoma,0.1,22,0.36,41,59,1,3
Chairs & Chairmats,Georgetown,Jumbo Drum,1934,Scott Moore,Home Office,Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,11233,11/28/2017,86688,Low,78626,Central,19697,11/28/2017,Delivery Truck,Texas,0.04,3,0.69,53,562,30,181
Appliances,Grand Prairie,Large Box,1935,Diana Coble Hubbard,Home Office,Office Supplies,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",10640,11/28/2017,86688,Low,75051,Central,19698,12/3/2017,Regular Air,Texas,0.06,2,0.56,11,56,49,3
Office Furnishings,Grand Prairie,Medium Box,1935,Diana Coble Hubbard,Home Office,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",10535,11/28/2017,86688,Low,75051,Central,19699,12/2/2017,Regular Air,Texas,0.01,19,0.69,1449,2100,14,111
Rubber Bands,Grand Prairie,Wrap Bag,1935,Diana Coble Hubbard,Home Office,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,10586,11/28/2017,86688,Low,75051,Central,19700,12/5/2017,Express Air,Texas,0.05,23,0.53,1,97,2,4
Bookcases,Petersburg,Jumbo Box,2418,Kyle Fink,Consumer,Furniture,Sauder Camden County Collection Library,10017,2/12/2018,86755,High,23805,South,19701,2/14/2018,Delivery Truck,Virginia,0.07,11,0.65,40,1224,51,115
Storage & Organization,Petersburg,Small Box,2418,Kyle Fink,Consumer,Office Supplies,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,11074,2/12/2018,86755,High,23805,South,19702,2/13/2018,Regular Air,Virginia,0.1,11,0.75,30,337,7,32
Chairs & Chairmats,Ponca City,Jumbo Drum,2783,Caroline Duffy,Corporate,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",11111,10/21/2018,86983,Low,74601,Central,19703,10/26/2018,Delivery Truck,Oklahoma,0.1,5,0.58,140,932,24,201
Pens & Art Supplies,Ponca City,Wrap Bag,2783,Caroline Duffy,Corporate,Office Supplies,Fluorescent Highlighters by Dixon,10459,10/21/2018,86983,Low,74601,Central,19704,10/25/2018,Express Air,Oklahoma,0.02,2,0.51,1,10,1,4
Appliances,Shawnee,Small Box,2784,Rebecca Abrams,Corporate,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,10978,10/21/2018,86983,Low,74801,Central,19705,10/26/2018,Regular Air,Oklahoma,0.06,9,0.58,24,133,4,15
Envelopes,Shawnee,Small Box,2784,Rebecca Abrams,Corporate,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",11099,10/21/2018,86983,Low,74801,Central,19706,10/28/2018,Regular Air,Oklahoma,0,10,0.38,-73,95,8,9
Storage & Organization,Shawnee,Small Box,2784,Rebecca Abrams,Corporate,Office Supplies,"Hot File® 7-Pocket, Floor Stand",10724,10/21/2018,86983,Low,74801,Central,19707,10/26/2018,Regular Air,Oklahoma,0.03,7,0.55,568,1282,20,178
Tables,Oxford,Jumbo Box,1781,Jackie Capps,Home Office,Furniture,Hon iLevel™ Computer Training Table,10883,12/8/2019,89864,Low,1540,East,19708,12/13/2019,Delivery Truck,Massachusetts,0.02,23,0.65,-730,620,46,32
Appliances,Texarkana,Small Box,862,Vivian Hodge,Corporate,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,10217,7/4/2019,90454,High,75503,Central,19709,7/4/2019,Regular Air,Texas,0,4,0.56,119,172,4,39
Office Machines,Irving,Medium Box,482,Marion Stephenson,Corporate,Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,10143,12/22/2019,90357,Low,75061,Central,19710,12/26/2019,Regular Air,Texas,0.04,13,0.36,1083,1570,7,121
Computer Peripherals,University City,Small Box,1957,Ted Crowder,Consumer,Technology,"Micro Innovations Micro 3000 Keyboard, Black",11028,5/30/2020,89824,Not Specified,63130,Central,19711,5/30/2020,Regular Air,Missouri,0.1,12,0.75,-102,309,6,26
Envelopes,Lawrence,Small Box,1462,Billie Hensley,Home Office,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",11099,6/16/2019,86404,High,46226,Central,19712,6/17/2019,Regular Air,Indiana,0,13,0.38,82,119,1,9
Tables,South Burlington,Jumbo Box,3297,Paula Li,Corporate,Furniture,Anderson Hickey Conga Table Tops & Accessories,10776,12/18/2019,86210,Critical,5403,East,19713,12/20/2019,Delivery Truck,Vermont,0.05,18,0.76,17,277,28,15
Office Furnishings,Fairborn,Medium Box,1616,Shawn Beasley,Small Business,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",10662,5/9/2019,90288,Critical,45324,East,19714,5/11/2019,Express Air,Ohio,0.03,14,0.67,-398,1337,40,92
Binders and Binder Accessories,Brookings,Small Box,2048,Ricky Dougherty,Corporate,Office Supplies,Plastic Binding Combs,10754,3/31/2019,88225,Not Specified,57006,Central,19715,4/1/2019,Regular Air,South Dakota,0.02,9,0.38,-29,144,10,15
Office Furnishings,Brookings,Small Box,2048,Ricky Dougherty,Corporate,Furniture,"Eldon® Expressions™ Wood Desk Accessories, Oak",11033,3/31/2019,88225,Not Specified,57006,Central,19716,4/2/2019,Regular Air,South Dakota,0,1,0.56,6,9,5,7
Office Furnishings,Burlington,Small Box,3316,Kathleen Powers,Small Business,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",10367,1/31/2019,90465,Critical,5401,East,19717,2/2/2019,Regular Air,Vermont,0.05,1,0.54,0,31,58,29
Binders and Binder Accessories,Irving,Small Box,1514,Gregory Bridges,Corporate,Office Supplies,Fellowes Black Plastic Comb Bindings,10646,3/20/2020,90468,Medium,75061,Central,19718,3/21/2020,Regular Air,Texas,0.07,1,0.39,-33,7,8,6
Paper,Peachtree City,Small Box,1952,Elsie Dodson,Corporate,Office Supplies,Xerox 1978,10620,5/26/2019,88343,Not Specified,30269,South,19719,5/27/2019,Regular Air,Georgia,0.03,14,0.36,18,81,6,6
Storage & Organization,Peachtree City,Small Box,1952,Elsie Dodson,Corporate,Office Supplies,Pizazz® Global Quick File™,10234,5/26/2019,88343,Not Specified,30269,South,19720,5/27/2019,Regular Air,Georgia,0,5,0.57,21,81,8,15
Appliances,Red Wing,Small Box,1953,Penny Rose,Corporate,Office Supplies,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",10345,5/26/2019,88343,Not Specified,55066,Central,19721,5/28/2019,Regular Air,Minnesota,0.08,18,0.59,-167,67,5,4
Paper,Pullman,Small Box,3393,Irene Murphy,Consumer,Office Supplies,Xerox 1947,10874,10/15/2020,87914,Critical,99163,West,19722,10/18/2020,Regular Air,Washington,0.02,20,0.4,-71,125,5,6
Computer Peripherals,Coon Rapids,Small Box,2290,Glen Robertson,Corporate,Technology,Logitech Cordless Navigator Duo,10645,8/2/2017,88164,Medium,55433,Central,19723,8/4/2017,Regular Air,Minnesota,0.07,15,0.48,779,1130,7,81
Storage & Organization,Coon Rapids,Small Box,2290,Glen Robertson,Corporate,Office Supplies,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",10274,8/1/2020,88170,Medium,55433,Central,19724,8/2/2020,Regular Air,Minnesota,0.08,8,0.57,-32,95,9,11
Paper,Bozeman,Wrap Bag,626,Ricky Whitley,Corporate,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",11249,10/22/2018,90471,Critical,59715,West,19725,10/24/2018,Regular Air,Montana,0.06,9,0.4,32,65,2,7
Storage & Organization,Tempe,Medium Box,1116,Meredith Bland,Home Office,Office Supplies,Iris Project Case,10273,2/16/2020,86781,Not Specified,85281,West,19726,2/18/2020,Regular Air,Arizona,0.09,10,0.59,-143,79,7,8
Office Machines,Irving,Medium Box,3132,Anita Kang,Corporate,Technology,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,11148,10/13/2019,86801,Critical,75061,Central,19727,10/15/2019,Regular Air,Texas,0.06,6,0.38,4896,11040,14,1938
Binders and Binder Accessories,Jackson,Small Box,1701,Renee Ellington,Home Office,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",11094,12/24/2018,90475,Medium,39212,South,19728,12/24/2018,Express Air,Mississippi,0.06,16,0.37,-190,252,13,16
Paper,Jackson,Wrap Bag,1701,Renee Ellington,Home Office,Office Supplies,Rediform S.O.S. Phone Message Books,10438,12/24/2018,90475,Medium,39212,South,19729,12/25/2018,Regular Air,Mississippi,0.01,1,0.36,4306,6,1,5
Binders and Binder Accessories,Centereach,Small Box,1025,Patrick Hendrix,Small Business,Office Supplies,GBC Plastic Binding Combs,11190,11/6/2019,89013,Critical,11720,East,19730,11/9/2019,Regular Air,New York,0.07,28,0.36,54,204,12,7
Chairs & Chairmats,Centereach,Jumbo Drum,1025,Patrick Hendrix,Small Business,Furniture,Global Commerce™ Series High-Back Swivel/Tilt Chairs,10494,11/6/2019,89013,Critical,11720,East,19731,11/7/2019,Delivery Truck,New York,0.08,20,0.6,1011,5669,70,285
Computer Peripherals,Fountain,Small Box,240,Gilbert Scarborough,Small Business,Technology,Microsoft Natural Keyboard Elite,10180,1/29/2018,90481,Medium,80817,West,19732,1/31/2018,Regular Air,Colorado,0.03,9,0.7,67,350,4,40
Computer Peripherals,Bozeman,Small Box,2037,Lynda Herman,Small Business,Technology,Keytronic French Keyboard,10679,3/10/2017,89333,Not Specified,59715,West,19733,3/12/2017,Regular Air,Montana,0,4,0.65,-89,306,15,74
Bookcases,Corvallis,Jumbo Box,3167,Ray Silverman,Small Business,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",10884,4/17/2018,86493,Low,97330,West,19734,4/19/2018,Delivery Truck,Oregon,0.01,7,0.69,-273,986,55,131
Storage & Organization,Corvallis,Small Box,3167,Ray Silverman,Small Business,Office Supplies,Eldon® Gobal File Keepers,10468,4/17/2018,86493,Low,97330,West,19735,4/19/2018,Express Air,Oregon,0.04,5,0.81,96,78,5,15
Binders and Binder Accessories,Bellevue,Small Box,385,Jose High,Corporate,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,11192,12/5/2018,90342,Medium,68005,Central,19736,12/6/2018,Regular Air,Nebraska,0.08,1,0.38,-114,357,20,388
Computer Peripherals,Fremont,Small Pack,386,Sue Nichols,Corporate,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",10231,12/5/2018,90342,Medium,68025,Central,19737,12/7/2018,Regular Air,Nebraska,0.04,8,0.66,-28,53,4,7
Paper,Fremont,Small Box,386,Sue Nichols,Corporate,Office Supplies,Xerox 1934,10329,12/5/2018,90342,Medium,68025,Central,19738,12/7/2018,Regular Air,Nebraska,0.03,18,0.36,674,977,5,56
Bookcases,Stow,Jumbo Box,3076,Peter Hardy,Small Business,Furniture,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,10283,7/5/2017,88241,Medium,44224,East,19739,7/6/2017,Delivery Truck,Ohio,0,2,0.78,-203,297,32,137
Computer Peripherals,North Las Vegas,Small Pack,718,Jimmy Hsu,Corporate,Technology,"IBM 80 Minute CD-R Spindle, 50/Pack",10145,7/8/2019,89350,Critical,89031,West,19740,7/10/2019,Regular Air,Nevada,0.04,12,0.48,166,241,2,21
Telephones and Communication,North Las Vegas,Small Pack,718,Jimmy Hsu,Corporate,Technology,Accessory31,10366,7/8/2019,89350,Critical,89031,West,19741,7/8/2019,Regular Air,Nevada,0.01,4,0.35,89,130,1,36
Binders and Binder Accessories,Tallahassee,Small Box,3254,Ken Watson,Home Office,Office Supplies,GBC VeloBinder Electric Binding Machine,10492,8/2/2018,90489,Critical,32303,South,19742,8/2/2018,Regular Air,Florida,0.02,6,0.35,214,718,9,121
Bookcases,Tallahassee,Jumbo Box,3254,Ken Watson,Home Office,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",10125,8/2/2018,90489,Critical,32303,South,19743,8/4/2018,Delivery Truck,Florida,0.1,6,0.78,5273,603,57,101
Storage & Organization,Tallahassee,Small Box,3254,Ken Watson,Home Office,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",10270,8/2/2018,90489,Critical,32303,South,19744,8/3/2018,Regular Air,Florida,0.09,14,0.57,272,827,10,60
Chairs & Chairmats,Carpentersville,Jumbo Drum,1250,Kara Patton,Home Office,Furniture,Hon GuestStacker Chair,11108,8/5/2018,87879,Critical,60110,Central,19745,8/6/2018,Delivery Truck,Illinois,0.04,11,0.59,1581,2478,28,227
Bookcases,Boston,Jumbo Box,918,Kerry Jernigan,Corporate,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",10125,2/18/2019,90495,High,2129,East,19746,2/19/2019,Delivery Truck,Massachusetts,0.08,9,0.78,-1341,895,57,101
Appliances,Oxford,Small Box,919,Tracy Livingston,Corporate,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,10052,2/18/2019,90495,High,1540,East,19747,2/19/2019,Regular Air,Massachusetts,0.04,12,0.6,276,484,7,41
Telephones and Communication,Hopatcong,Small Box,2326,Chris Justice,Small Business,Technology,i600,10018,5/11/2018,88723,Medium,7843,East,19748,5/14/2018,Regular Air,New Jersey,0.08,6,0.56,133,638,6,126
Office Machines,Troy,Jumbo Drum,3366,Dana Boyle,Home Office,Technology,Lexmark Z25 Color Inkjet Printer,10532,5/22/2017,90501,Low,45373,East,19749,5/27/2017,Delivery Truck,Ohio,0.1,11,0.37,66,838,34,81
Paper,Troy,Small Box,3366,Dana Boyle,Home Office,Office Supplies,Xerox 231,10105,5/22/2017,90501,Low,45373,East,19750,5/26/2017,Regular Air,Ohio,0.02,8,0.37,-24,56,5,6
Office Furnishings,Santa Rosa,Small Box,1686,Lynn O'Donnell,Corporate,Furniture,Eldon® Wave Desk Accessories,11088,3/1/2017,86973,Low,95404,West,19751,3/8/2017,Regular Air,California,0.08,9,0.43,-129,20,5,2
Telephones and Communication,Lubbock,Small Box,1367,James Hunter,Small Business,Technology,Item 10952,10952,6/8/2020,90522,Low,79424,Central,19752,6/15/2020,Regular Air,Texas,0.01,17,0.55,1281,1856,5,126
Paper,Inkster,Wrap Bag,2584,Seth Matthews,Home Office,Office Supplies,White GlueTop Scratch Pads,10854,6/14/2019,89661,Not Specified,48141,Central,19753,6/14/2019,Regular Air,Michigan,0.1,2,0.39,1,28,2,15
Pens & Art Supplies,Carteret,Wrap Bag,928,Jan Massey,Small Business,Office Supplies,Newell 342,11142,1/11/2018,87136,Low,7008,East,19754,1/13/2018,Regular Air,New Jersey,0.04,11,0.56,-143,36,4,3
Binders and Binder Accessories,Rancho Cucamonga,Small Box,922,Dolores Abrams,Small Business,Office Supplies,Ibico EB-19 Dual Function Manual Binding System,10824,1/11/2018,87136,Low,91730,West,19755,1/13/2018,Regular Air,California,0.1,13,0.39,1442,2090,20,173
Telephones and Communication,Irving,Small Box,3084,Debbie Hsu,Small Business,Technology,i1000,10203,10/18/2017,89879,High,75061,Central,19756,10/20/2017,Express Air,Texas,0,14,0.58,314,799,6,66
Binders and Binder Accessories,Meridian,Small Box,1813,Dwight Banks,Home Office,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",10526,10/13/2019,90527,Medium,39301,South,19757,10/15/2019,Express Air,Mississippi,0.03,6,0.35,-35,88,1,13
Appliances,San Clemente,Medium Box,1782,Lawrence Dennis,Home Office,Office Supplies,Honeywell Quietcare HEPA Air Cleaner,10684,12/19/2018,89861,Low,92672,West,19758,12/19/2018,Regular Air,California,0.02,13,0.52,730,1058,14,79
Labels,San Clemente,Small Box,1782,Lawrence Dennis,Home Office,Office Supplies,Avery 496,10981,12/19/2018,89861,Low,92672,West,19759,12/24/2018,Express Air,California,0.09,23,0.37,59,86,1,4
Binders and Binder Accessories,Marrero,Small Box,2752,Marc S Liu,Consumer,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,10907,4/8/2018,88071,Medium,70072,South,19760,4/11/2018,Regular Air,Louisiana,0.08,1,0.4,-64,5,6,3
Binders and Binder Accessories,Marrero,Small Box,2752,Marc S Liu,Consumer,Office Supplies,GBC Recycled Regency Composition Covers,10996,4/8/2018,88071,Medium,70072,South,19761,4/9/2018,Regular Air,Louisiana,0,7,0.39,7,438,10,60
Office Furnishings,Marrero,Small Pack,2752,Marc S Liu,Consumer,Furniture,Aluminum Document Frame,11191,4/8/2018,88071,Medium,70072,South,19762,4/9/2018,Express Air,Louisiana,0.04,5,0.55,77,63,3,12
Paper,Magna,Small Box,216,Tonya B Horne,Home Office,Office Supplies,Xerox 1908,10830,2/20/2019,88052,Low,84044,West,19763,2/26/2019,Regular Air,Utah,0.08,1,0.36,-55,54,5,56
Paper,Magna,Small Box,216,Tonya B Horne,Home Office,Office Supplies,Xerox 1935,11041,2/20/2019,88052,Low,84044,West,19764,2/24/2019,Regular Air,Utah,0.05,7,0.39,131,189,6,26
Storage & Organization,Magna,Small Box,216,Tonya B Horne,Home Office,Office Supplies,"Dual Level, Single-Width Filing Carts",10770,2/20/2019,88052,Low,84044,West,19765,2/24/2019,Regular Air,Utah,0.07,7,0.59,738,1070,7,155
Binders and Binder Accessories,Salisbury,Small Box,2468,Rhonda Stein,Home Office,Office Supplies,Avery Arch Ring Binders,10657,4/25/2017,88135,Critical,28144,South,19766,4/27/2017,Express Air,North Carolina,0.09,3,0.38,766,169,1,58
Computer Peripherals,Salisbury,Small Box,2468,Rhonda Stein,Home Office,Technology,"IBM Active Response Keyboard, Black",11031,4/24/2020,88145,Critical,28144,South,19767,4/26/2020,Regular Air,North Carolina,0.01,4,0.67,281,164,7,40
Paper,Derry,Wrap Bag,187,Yvonne Faircloth,Small Business,Office Supplies,White GlueTop Scratch Pads,10854,3/17/2018,88362,Low,3038,East,19768,3/19/2018,Regular Air,New Hampshire,0.02,6,0.39,65,94,2,15
Office Furnishings,Hattiesburg,Small Box,1632,Lori Wolfe,Home Office,Furniture,"6"" Cubicle Wall Clock, Black",10230,1/13/2017,90530,High,39401,South,19769,1/14/2017,Express Air,Mississippi,0.08,6,0.49,16,48,8,8
Copiers and Fax,Irving,Large Box,592,Eva Silverman,Small Business,Technology,Sharp AL-1530CS Digital Copier,11120,2/7/2018,86312,Low,75061,Central,19770,2/7/2018,Regular Air,Texas,0.06,11,0.36,1261,5377,24,500
Storage & Organization,Irving,Jumbo Drum,592,Eva Silverman,Small Business,Office Supplies,"Tennsco Lockers, Gray",11003,2/7/2018,86312,Low,75061,Central,19771,2/9/2018,Delivery Truck,Texas,0.02,7,0.78,-1274,167,53,21
Bookcases,Boston,Jumbo Box,918,Kerry Jernigan,Corporate,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,11053,11/18/2017,90493,Critical,2129,East,19772,11/19/2017,Delivery Truck,Massachusetts,0.09,39,0.61,187,2115,37,58
Office Furnishings,Keizer,Medium Box,80,Sam Carlson,Small Business,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",10882,5/27/2018,89925,High,97303,West,19773,5/29/2018,Regular Air,Oregon,0.03,7,0.65,535,775,14,106
